[2009/05/11 12:03:00] -73
[2009/05/11 12:04:00] -71
[2009/05/11 12:05:00] -70
[2009/05/11 12:06:00] -69
[2009/05/11 12:07:00] -67
[2009/05/11 12:08:00] -66
[2009/05/11 12:09:00] -64
[2009/05/11 12:10:00] -63
[2009/05/11 12:11:00] -61
[2009/05/11 12:12:00] -59
[2009/05/11 12:13:00] -58
[2009/05/11 12:14:00] -56
[2009/05/11 12:15:00] -55
[2009/05/11 12:16:00] -53
[2009/05/11 12:17:00] -51
[2009/05/11 12:18:00] -49
[2009/05/11 12:19:00] -48
[2009/05/11 12:20:00] -46
[2009/05/11 12:21:00] -44
[2009/05/11 12:22:00] -42
[2009/05/11 12:23:00] -41
[2009/05/11 12:24:00] -39
[2009/05/11 12:25:00] -37
[2009/05/11 12:26:00] -35
[2009/05/11 12:27:00] -33
[2009/05/11 12:28:00] -31
[2009/05/11 12:29:00] -29
[2009/05/11 12:30:00] -27
[2009/05/11 12:31:00] -26
[2009/05/11 12:32:00] -24
[2009/05/11 12:33:00] -22
[2009/05/11 12:34:00] -20
[2009/05/11 12:35:00] -18
[2009/05/11 12:36:00] -16
[2009/05/11 12:37:00] -14
[2009/05/11 12:38:00] -12
[2009/05/11 12:39:00] -10
[2009/05/11 12:40:00] -8
[2009/05/11 12:41:00] -6
[2009/05/11 12:42:00] -4
[2009/05/11 12:43:00] -2
[2009/05/11 12:44:00] 0
[2009/05/11 12:45:00] 1
[2009/05/11 12:46:00] 3
[2009/05/11 12:47:00] 5
[2009/05/11 12:48:00] 7
[2009/05/11 12:49:00] 9
[2009/05/11 12:50:00] 11
[2009/05/11 12:51:00] 13
[2009/05/11 12:52:00] 15
[2009/05/11 12:53:00] 17
[2009/05/11 12:54:00] 19
[2009/05/11 12:55:00] 21
[2009/05/11 12:56:00] 23
[2009/05/11 12:57:00] 25
[2009/05/11 12:58:00] 27
[2009/05/11 12:59:00] 29
[2009/05/11 13:00:00] 31
[2009/05/11 13:01:00] 33
[2009/05/11 13:02:00] 34
[2009/05/11 13:03:00] 36
[2009/05/11 13:04:00] 38
[2009/05/11 13:05:00] 40
[2009/05/11 13:06:00] 42
[2009/05/11 13:07:00] 44
[2009/05/11 13:08:00] 45
[2009/05/11 13:09:00] 47
[2009/05/11 13:10:00] 49
[2009/05/11 13:11:00] 51
[2009/05/11 13:12:00] 52
[2009/05/11 13:13:00] 54
[2009/05/11 13:14:00] 56
[2009/05/11 13:15:00] 57
[2009/05/11 13:16:00] 59
[2009/05/11 13:17:00] 61
[2009/05/11 13:18:00] 62
[2009/05/11 13:19:00] 64
[2009/05/11 13:20:00] 65
[2009/05/11 13:21:00] 67
[2009/05/11 13:22:00] 68
[2009/05/11 13:23:00] 70
[2009/05/11 13:24:00] 71
[2009/05/11 13:25:00] 72
[2009/05/11 13:26:00] 74
[2009/05/11 13:27:00] 75
[2009/05/11 13:28:00] 76
[2009/05/11 13:29:00] 78
[2009/05/11 13:30:00] 79
[2009/05/11 13:31:00] 80
[2009/05/11 13:32:00] 81
[2009/05/11 13:33:00] 82
[2009/05/11 13:34:00] 83
[2009/05/11 13:35:00] 85
[2009/05/11 13:36:00] 86
[2009/05/11 13:37:00] 87
[2009/05/11 13:38:00] 88
[2009/05/11 13:39:00] 88
[2009/05/11 13:40:00] 89
[2009/05/11 13:41:00] 90
[2009/05/11 13:42:00] 91
[2009/05/11 13:43:00] 92
[2009/05/11 13:44:00] 93
[2009/05/11 13:45:00] 93
[2009/05/11 13:46:00] 94
[2009/05/11 13:47:00] 95
[2009/05/11 13:48:00] 95
[2009/05/11 13:49:00] 96
[2009/05/11 13:50:00] 96
[2009/05/11 13:51:00] 97
[2009/05/11 13:52:00] 97
[2009/05/11 13:53:00] 98
[2009/05/11 13:54:00] 98
[2009/05/11 13:55:00] 98
[2009/05/11 13:56:00] 99
[2009/05/11 13:57:00] 99
[2009/05/11 13:58:00] 99
[2009/05/11 13:59:00] 99
[2009/05/11 14:00:00] 99
[2009/05/11 14:01:00] 99
[2009/05/11 14:02:00] 99
[2009/05/11 14:03:00] 99
[2009/05/11 14:04:00] 99
